Profit,HH,Input,Score,ADX_Main,ADX_SMA,Dist_ADX,Dist_Step,H1,L1,O1,C1,V1,H2,L2,O2,C2,V2,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23
1,21,1.000709471,0.506763453,1.352690666,7.094714438,1.828491095,-2.415809996,100.0886839,99.89357928,100.0177368,100.0709471,72.88104431,100.1418943,99.92905286,100,100,100,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0
0,22,1.000268154,0.480207127,-3.958574597,2.681540277,1.317123652,-0.706128358,100.0321647,99.85525893,99.98391766,99.98391766,74.40039158,100.2733998,99.95175298,100.1608234,100,100,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0,0,1.000964475,0.507892976,1.578595279,9.644751648,4.786856286,-0.663240726,100.1447411,100,100,100.1447411,49.94957983,100.0160823,99.71051785,99.8070119,100,100,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1
0,1,1.000749144,0.516625757,3.325151345,7.491438356,4.858623967,-0.702598653,100.160591,99.95182271,100,100.1124137,148.654105,100,99.85546812,99.85546812,100,100,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0
0,2,1.000748543,0.504229169,0.845833878,7.485430145,3.853930283,-0.772559705,100.1283285,99.87167148,100.0160411,100.0802053,79.56230145,100.1924928,99.96791787,99.98395893,100,100,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0
0,3,0.999572421,0.503501346,0.700269212,-4.275788348,2.114113724,-0.973692653,100.0801667,99.88776655,100.0160333,99.95189995,115.1856018,100.1282668,99.9679333,100.0320667,100,100,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
1,4,1.000106832,0.50422637,0.84527408,1.068319,0.843234391,-0.972600545,100.1122155,100,100,100.0480923,151.212938,100.0320616,99.90381533,99.93587688,100,100,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
0,15,1.001083248,0.513188148,2.637629579,10.83247576,5.004011504,-1.342314559,100.1136364,99.61038961,100,100.0162338,124.0650295,100.2435065,99.91883117,100.1948052,100,100,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
1,16,1.001678943,0.539495132,7.899026347,16.78942808,6.682314772,-1.179237632,100.4065041,99.82113821,100,100.2439024,91.06738223,100.5203252,99.96747967,100.195122,100,100,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1
0,17,0.998814208,0.506515459,1.303091715,-11.85792055,6.01718188,-0.913064594,100.1293243,99.77368251,100.0161655,99.85451018,70.89535936,100.1454898,99.61202716,99.66052376,100,100,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,18,1.000592513,0.491107412,-1.778517641,5.925127929,4.810028981,-0.69121447,100.2425222,99.91915926,100,100.113177,84.41767068,100.0646726,99.72514147,99.87065481,100,100,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
0,19,1.000917035,0.507977193,1.595438567,9.170352789,3.477453755,-0.858528698,100.0970717,99.82203527,100,100.0647144,87.7199064,100.210322,99.80585666,100.1779647,100,100,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
